,Price
647,47.55132293701172
648,44.74726104736328
649,38.29768753051758
650,43.814666748046875
651,40.817626953125
652,41.46257781982422
653,40.96162033081055
654,41.738441467285156
655,52.18143081665039
656,37.10003662109375
657,40.8834114074707
658,39.57578659057617
659,38.82404327392578
660,41.356712341308594
661,40.48503494262695
662,40.379146575927734
663,40.89285659790039
664,39.726112365722656
665,45.70811462402344
666,42.84269714355469
667,40.05648422241211
668,45.51157760620117
669,36.22014236450195
670,45.23481750488281
671,50.45247268676758
672,44.24760818481445
673,41.83897399902344
674,50.55991744995117
675,45.645042419433594
676,43.86233139038086
677,37.252777099609375
678,49.21842956542969
679,41.1669921875
680,41.821842193603516
681,45.62164306640625
682,36.60305404663086
683,42.74981689453125
684,37.67110061645508
685,37.07307434082031
686,37.02814483642578
687,50.82366180419922
688,37.44147491455078
689,50.82366180419922
690,42.49039077758789
691,38.46990966796875
692,37.648136138916016
693,41.17182159423828
694,42.50929641723633
695,39.747676849365234
696,39.94939041137695
697,54.47694778442383
698,38.234230041503906
699,47.687015533447266
700,45.118507385253906
701,43.60383605957031
702,39.44947052001953
703,43.719337463378906
704,52.44487380981445
705,41.67876052856445
706,48.05533218383789
707,44.06504821777344
708,44.42155075073242
709,37.35697937011719
710,41.4500846862793
711,47.53375244140625
712,43.70979690551758
713,38.56365966796875
714,40.10551452636719
715,41.32719039916992
716,52.845664978027344
717,37.75596618652344
718,40.58810043334961
719,50.03244400024414
720,42.58641815185547
721,42.8968620300293
722,38.36114501953125
723,38.098270416259766
724,43.07535934448242
725,41.58308029174805
726,42.049171447753906
727,40.72996139526367
728,44.338993072509766
729,52.494014739990234
730,38.44272232055664
731,39.36177062988281
732,47.437286376953125
733,41.904747009277344
734,41.16208267211914
735,38.66933822631836
736,41.356048583984375
737,42.47588348388672
738,43.62472915649414
739,39.06357955932617
740,53.07033920288086
741,38.938941955566406
742,38.16029739379883
743,43.69073486328125
744,42.197349548339844
745,53.55674362182617
746,50.93111038208008
747,43.53965377807617
748,40.04364776611328
749,47.10546112060547
750,37.55527114868164
751,42.84959411621094
752,41.582916259765625
753,43.48352813720703
754,42.802330017089844
755,52.533084869384766
756,37.394901275634766
757,38.09120559692383
758,38.021575927734375
759,37.5672721862793
760,41.91395950317383
761,42.466670989990234
762,42.54035949707031
763,41.34546661376953
764,41.019081115722656
765,47.841224670410156
766,36.907649993896484
767,40.16738510131836
768,43.73839569091797
769,42.06255340576172
770,37.029476165771484
771,53.04508590698242
772,42.09970474243164
773,51.5789909362793
774,41.50653839111328
775,41.76586151123047
776,37.92057418823242
777,38.69147491455078
778,42.14970779418945
779,39.040977478027344
